Id,Municipi,Latitud,Longitud,Activitat,Categoria
45102,Castell-Platja d'Aro,41.81283540816074,3.06622933765449,Natacio recreativa,aquatiques
45103,Castell-Platja d'Aro,41.81210701984909,3.064157815393766,Natacio,aquatiques
45105,Castell-Platja d'Aro,41.81631097250138,3.068147303508106,Natacio recreativa,aquatiques
45106,Castell-Platja d'Aro,41.81873264584228,3.070136571912742,Musculacio i tonificacio,fitness
45107,Castell-Platja d'Aro,41.80873760075714,3.065599102328051,Natacio recreativa,aquatiques
45108,Castell-Platja d'Aro,41.81003481578122,3.065227217257013,Natacio,aquatiques
45109,Castell-Platja d'Aro,41.82682050864655,3.070747504953938,Natacio recreativa,aquatiques
45110,Castell-Platja d'Aro,41.82682050864655,3.070747504953938,Natacio recreativa,aquatiques
45114,Castell-Platja d'Aro,41.83145698204896,3.074076477123042,Natacio recreativa,aquatiques
45118,Castell-Platja d'Aro,41.80369871806672,3.056120215639567,Natacio recreativa,aquatiques
45123,Castell-Platja d'Aro,41.80071977851613,3.051037900961116,Natacio recreativa,aquatiques
45124,Castell-Platja d'Aro,41.80071977851613,3.051037900961116,Natacio recreativa,aquatiques
45125,Castell-Platja d'Aro,41.799125018575786,3.052204218946713,Natacio recreativa,aquatiques
45131,Castell-Platja d'Aro,41.8191079862115,3.05939669223919,Futbol,equip
45132,Castell-Platja d'Aro,41.83207293698305,3.023423855200344,Natacio recreativa,aquatiques
45133,Castell-Platja d'Aro,41.83207293698305,3.023423855200344,Natacio recreativa,aquatiques
45140,Castell-Platja d'Aro,41.81933440372541,3.056940593446874,Basquet,equip
45142,Castell-Platja d'Aro,41.803538649555655,3.05173832843159,Natacio,aquatiques
45144,Castell-Platja d'Aro,41.81865348015227,3.06695776772988,Natacio,aquatiques
